Feature ID	2M-Total	4M-Total	6m-Total	2M-HS-Total	4M-HS-Total	6M-HS-Total
CGI_10003235	0	0	0	0	0	2
CGI_10003236	2	0	0	2	0	1
CGI_10003237	119	56	76	236	96	88
CGI_10003238	39	4	3	7	1	12
CGI_10003239	1	4	0	3	6	1
CGI_10003240	11	0	2	8	0	5
CGI_10003241	1	3	4	6	10	1
CGI_10003242	3	2	3	3	1	2
CGI_10003243	5	7	3	11	10	16
CGI_10003244	89	77	82	187	114	144
CGI_10003245	56	15	27	42	4	8
CGI_10003246	10	5	12	3	2	1
CGI_10003247	63	14	50	4	2	30
CGI_10003248	4	1	1	3	0	1
CGI_10003249	11	51	24	11	7	4
CGI_10003250	770	648	435	672	256	177
CGI_10003251	114	110	72	229	176	64
CGI_10003252	8	5	7	26	8	2
CGI_10003253	171	122	106	366	182	105
CGI_10003254	336	173	332	405	144	142
CGI_10003256	11	30	15	10	25	6
CGI_10003257	20	10	33	54	22	21
CGI_10003258	2	2	1	0	18	1
CGI_10003259	229	211	174	172	132	56
CGI_10003260	16	18	18	7	12	5
CGI_10003261	2	3	0	0	0	0
CGI_10003262	44	26	22	29	25	10
CGI_10003263	27	17	14	52	12	13
CGI_10003264	71	59	24	70	3	1
CGI_10003265	47	68	26	115	101	12
CGI_10003266	52	35	46	112	107	41
CGI_10003267	1318	1852	1702	950	1042	478
CGI_10003268	65	100	90	132	69	32
CGI_10003269	69	65	60	104	33	41
CGI_10003270	543	642	358	227	64	144
CGI_10003271	1221	1888	1259	832	946	510
CGI_10003272	145	196	112	96	29	5
CGI_10003273	329	220	281	294	258	224
CGI_10003274	45	95	66	27	82	41
CGI_10003275	71	66	94	114	92	57
CGI_10003276	101	5	13	76	16	12
CGI_10003277	53	42	38	66	30	15
CGI_10003278	39	34	15	121	30	9
CGI_10003279	99	140	61	51	23	26
CGI_10003280	116	40	23	25	34	17
CGI_10003281	180	210	188	128	148	95
CGI_10003282	86	44	124	501	94	118
CGI_10003283	8	3	6	5	11	0
CGI_10003284	190	196	163	115	125	26
CGI_10003285	262	109	100	231	63	38
CGI_10003286	56	40	30	60	14	3
CGI_10003288	1154	973	936	976	643	335
CGI_10003289	5533	5274	5804	3417	2922	5201
CGI_10003290	0	0	0	0	0	0
CGI_10003291	1	0	0	0	0	2
CGI_10003292	3	4	12	0	0	5
CGI_10003293	223	51	143	292	85	214
CGI_10003294	46	34	56	30	20	20
CGI_10003295	2	3	12	1	1	0
CGI_10003297	2	0	0	1	0	0
CGI_10003298	117	97	102	244	70	67
CGI_10003299	601	461	428	642	324	149
CGI_10003300	584	813	808	291	238	199
CGI_10003301	659	1573	587	316	148	97
CGI_10003302	18	6	9	18	3	4
CGI_10003303	6	10	8	20	10	0
CGI_10003304	4	7	5	6	8	2
CGI_10003305	114	57	78	126	102	128
CGI_10003306	107	79	99	53	75	18
CGI_10003307	55	40	31	68	38	18
CGI_10003308	456	465	463	183	71	56
CGI_10003309	19	17	46	15	4	16
CGI_10003310	938	477	525	1222	419	544
CGI_10003311	0	0	0	0	0	0
CGI_10003312	8	14	10	17	13	6
CGI_10003313	384	289	22	321	188	9
CGI_10003314	30	17	18	11	34	20
CGI_10003315	0	1	0	1	0	0
CGI_10003316	1365	1195	874	990	933	569
CGI_10003317	172	142	110	129	24	18
CGI_10003318	32	16	15	51	33	11
CGI_10003319	101	82	97	185	85	65
CGI_10003320	82	70	59	62	46	35
CGI_10003321	32	16	21	40	32	13
CGI_10003322	27	28	30	63	17	14
CGI_10003323	54	35	139	10	8	32
CGI_10003324	60	12	19	69	8	16
CGI_10003325	1	0	0	3	0	0
CGI_10003326	1	5	87	0	7	65
CGI_10003327	29	20	12	53	25	20
CGI_10003328	359	185	87	219	65	25
CGI_10003329	58	72	102	20	6	15
CGI_10003330	1855	980	1242	2628	2039	1617
CGI_10003331	1	21	3	4	6	1
CGI_10003332	462	468	362	625	189	217
CGI_10003333	1	3	5	1	2	3
CGI_10003334	42	26	15	19	8	5
CGI_10003335	20	25	11	20	21	6
CGI_10003336	1028	647	695	647	462	274
CGI_10003337	159	66	65	96	96	58
CGI_10003338	23	20	15	10	18	5
CGI_10003339	256	58	90	239	62	139
CGI_10003340	1	0	0	0	0	0
CGI_10003342	142	97	100	362	160	89
CGI_10003343	139	86	124	162	69	70
CGI_10003344	41	42	12	28	4	3
CGI_10003345	2	1	0	0	0	0
CGI_10003346	0	0	0	0	0	0
CGI_10003347	55	72	35	13	30	5
CGI_10003348	381	317	249	305	57	40
CGI_10003349	22	19	10	12	3	12
CGI_10003350	3	4	10	3	6	2
CGI_10003351	45	33	29	56	61	22
CGI_10003352	1812	948	822	1622	608	488
CGI_10003353	93	56	60	162	40	35
CGI_10003354	1603	565	688	908	334	177
CGI_10003355	202	234	97	207	101	51
CGI_10003356	102	278	175	81	109	60
CGI_10003357	26	0	4	17	3	0
CGI_10003358	1	4	1	1	1	2
CGI_10003359	41	54	27	29	13	8
CGI_10003360	8	4	9	14	20	0
CGI_10003361	67	36	48	103	51	21
CGI_10003362	139	79	67	114	24	5
CGI_10003363	22	18	9	80	14	6
CGI_10003364	0	0	0	0	0	0
CGI_10003365	53	51	16	41	14	3
CGI_10003366	154	118	141	187	123	154
CGI_10003367	417	300	801	413	231	366
CGI_10003368	1951	864	1285	724	132	212
CGI_10003369	98	268	63	175	116	27
CGI_10003370	0	0	0	2	1	1
CGI_10003371	92	82	96	73	40	39
CGI_10003372	6273	5075	6303	2292	3042	4025
CGI_10003373	1259	1349	1329	801	255	320
CGI_10003374	0	0	1	0	0	1
CGI_10003375	33	32	35	51	34	21
CGI_10003376	252	249	183	266	199	94
CGI_10003377	0	0	0	0	1	0
CGI_10003378	67	42	48	102	22	14
CGI_10003379	592	212	526	494	156	294
CGI_10003380	112	228	126	98	176	10
CGI_10003381	210	164	104	235	164	158
CGI_10003382	434	218	117	341	155	99
CGI_10003383	23	9	7	5	3	0
CGI_10003384	223	147	160	91	24	2
CGI_10003385	240	145	321	584	91	149
CGI_10003386	2	0	0	0	0	1
CGI_10003387	588	363	160	451	223	141
CGI_10003389	34	15	15	44	12	9
CGI_10003390	1068	742	722	616	140	78
CGI_10003391	982	749	582	642	387	374
CGI_10003392	78	84	49	78	27	9
CGI_10003393	29	33	21	21	15	15
CGI_10003394	9	6	12	23	8	26
CGI_10003395	459	256	309	251	39	34
CGI_10003396	13843	11798	10952	9375	11241	6312
CGI_10003397	183	110	168	253	137	112
CGI_10003398	1	1	1	1	0	0
CGI_10003399	0	0	0	0	0	0
CGI_10003400	34	48	46	38	23	17
CGI_10003401	1	5	3	6	4	4
CGI_10003403	88	40	72	40	19	163
CGI_10003404	10	5	5	6	4	3
CGI_10003405	190	254	194	98	38	60
CGI_10003406	4	3	2	0	0	6
CGI_10003407	5	8	19	0	0	0
CGI_10003408	357	401	267	281	76	67
CGI_10003409	8	11	12	57	29	34
CGI_10003410	356	200	216	337	44	45
CGI_10003411	5	2	8	11	6	10
CGI_10003412	10	20	4	5	7	5
CGI_10003413	13	23	23	36	19	8
CGI_10003415	2170	1429	1331	1895	1296	1020
CGI_10003416	1	0	0	0	0	1
CGI_10003417	2747	2149	1896	1690	12408	6456
CGI_10003418	8	9	36	16	6	10
CGI_10003419	63	99	127	75	44	52
CGI_10003420	9	6	2	3	7	1
CGI_10003421	4	1	11	0	1	0
CGI_10003422	109	60	93	53	110	52
CGI_10003423	1056	665	502	457	172	67
CGI_10003424	23	26	12	7	3	0
CGI_10003425	127	131	133	195	97	86
CGI_10003426	0	0	0	1	0	0
CGI_10003427	0	0	0	1	0	5
CGI_10003428	0	0	0	0	0	0
CGI_10003429	68	28	8	79	32	5
CGI_10003430	1718	419	371	289	16	48
CGI_10003431	3816	1710	939	1549	36	207
CGI_10003432	287	197	229	506	185	197
CGI_10003433	20	17	14	26	16	4
CGI_10003434	153	122	112	180	94	68
CGI_10003435	275	240	165	209	47	32
CGI_10003436	63	32	56	109	39	18
CGI_10003437	0	1	0	0	1	0
CGI_10003438	47	11	22	32	12	14
CGI_10003439	95	130	74	108	113	65
CGI_10003440	93	97	39	46	59	22
CGI_10003441	234	283	161	261	253	75
CGI_10003442	17	23	20	15	38	13
CGI_10003443	113	79	103	229	110	81
CGI_10003444	97	48	66	245	71	55
CGI_10003445	7	0	5	6	5	6
CGI_10003446	299	271	194	496	209	216
CGI_10003447	0	0	0	0	0	0
CGI_10003448	236	192	186	210	94	52
CGI_10003449	862	575	647	341	25	11
CGI_10003450	134	94	127	105	11	27
CGI_10003451	0	0	0	0	0	0
CGI_10003452	1	0	1	2	1	0
CGI_10003453	356	54	233	94	84	46
CGI_10003454	396	146	151	280	76	32
CGI_10003455	6	7	6	8	7	4
CGI_10003456	184	109	162	490	240	108
CGI_10003457	5	5	2	0	7	1
CGI_10003458	59	49	30	54	19	8
CGI_10003459	0	0	0	0	0	0
CGI_10003460	1	0	0	1	0	0
CGI_10003461	227	235	164	280	140	74
CGI_10003462	1710	880	805	722	189	432
CGI_10003463	3	10	2	9	2	2
CGI_10003464	351	561	483	895	3841	10550
CGI_10003465	98	30	126	70	42	88
CGI_10003466	88	84	53	42	4	5
CGI_10003467	460	422	336	192	30	32
CGI_10003468	268	284	112	201	91	69
CGI_10003469	279	189	151	221	154	97
CGI_10003470	145	85	33	83	36	29
CGI_10003471	122	22	42	156	29	47
CGI_10003472	30	28	25	16	10	16
CGI_10003473	9	18	14	23	12	7
CGI_10003474	13	18	5	21	3	3
CGI_10003475	613	476	531	587	375	333
CGI_10003476	151	59	83	163	52	62
CGI_10003477	259	223	139	261	105	45
CGI_10003478	32	34	7	27	19	9
CGI_10003479	255	127	137	295	113	82
CGI_10003480	144	64	140	15	8	13
CGI_10003481	996	702	781	595	122	151
CGI_10003482	63	118	173	7	9	51
CGI_10003483	105	228	142	171	104	86
CGI_10003484	105	329	174	167	168	139
CGI_10003485	161	574	242	97	189	166
CGI_10003486	0	1	0	3	0	1
CGI_10003487	9	11	22	4	11	13
CGI_10003488	0	0	0	0	0	0
CGI_10003489	2	1	0	0	7	0
CGI_10003490	3938	2580	2867	5686	3903	2662
CGI_10003491	4024	2364	2934	7470	4119	4739
CGI_10003492	1967	2133	1573	2816	3077	1633
CGI_10003493	0	3	0	0	0	0
CGI_10003494	0	0	0	0	0	0
CGI_10003495	8	0	0	4	2	0
CGI_10003497	0	0	0	0	0	0
CGI_10003498	2	0	0	2	0	0
CGI_10003500	9	1	15	7	0	5
CGI_10003501	35	61	19	63	30	3
CGI_10003502	0	0	0	0	0	0
CGI_10003503	2	5	3	5	3	0
CGI_10003504	16	17	15	11	11	8
CGI_10003505	24	2	14	10	5	2
CGI_10003506	0	0	1	0	3	0
CGI_10003507	4729	4177	9152	3760	4686	6070
CGI_10003509	110	107	89	115	47	19
CGI_10003510	20	12	11	27	36	4
CGI_10003511	228	124	99	346	182	95
CGI_10003512	228	174	91	261	52	17
CGI_10003513	22	19	14	26	6	10
CGI_10003514	42	37	24	38	52	11
CGI_10003515	16	5	7	7	0	0
CGI_10003516	589	369	382	1078	413	341
CGI_10003517	169	92	75	77	26	8
CGI_10003518	3	5	7	3	4	0
CGI_10003519	290	344	178	400	824	935
CGI_10003520	0	0	0	0	4	0
CGI_10003521	9175	6854	6481	3707	3015	5122
CGI_10003522	14	9	6	16	22	13
CGI_10003523	954	560	373	429	214	116
CGI_10003524	993	338	664	831	534	570
CGI_10003525	190	56	129	243	20	43
CGI_10003526	1667	876	1039	1361	677	403
CGI_10003527	58	59	23	67	48	34
CGI_10003528	26	7	9	38	21	13
CGI_10003529	71	42	72	75	35	51
CGI_10003530	286	227	226	297	100	56
CGI_10003531	334	396	351	452	204	293
CGI_10003532	85	115	162	164	82	96
CGI_10003533	93	140	124	150	53	94
CGI_10003534	42	45	23	26	5	0
CGI_10003535	620	497	485	580	298	163
CGI_10003536	294	191	274	332	405	298
CGI_10003537	6	0	8	7	0	14
CGI_10003538	174	202	169	198	136	87
CGI_10003539	416	329	291	620	259	157
CGI_10003540	8	1	4	15	2	2
CGI_10003541	432	221	208	336	96	99
CGI_10003542	487	574	244	227	45	58
CGI_10003543	5435	3753	4103	998	320	142
CGI_10003544	17	56	15	42	99	75
CGI_10003545	3	12	8	9	26	33
CGI_10003546	540	691	363	341	66	40
CGI_10003547	106	92	84	47	22	11
CGI_10003548	0	0	1	0	0	0
CGI_10003549	1	0	2	2	0	0
CGI_10003550	0	0	0	0	0	0
CGI_10003551	42	44	17	23	17	3
CGI_10003553	12	19	12	8	7	4
CGI_10003554	437	538	259	332	203	206
CGI_10003555	17	57	48	7	30	24
CGI_10003556	122	74	17	170	55	17
CGI_10003557	4	1	0	1	2	0
CGI_10003559	0	0	0	0	0	0
CGI_10003560	523	582	395	339	207	204
CGI_10003562	270	237	209	197	76	51
CGI_10003563	16	18	12	61	19	4
CGI_10003564	3	2	15	0	0	1
CGI_10003565	11	1	8	0	0	2
CGI_10003566	5	0	4	0	4	0
CGI_10003567	62	17	26	26	5	27
CGI_10003568	41	13	25	7	0	0
CGI_10003569	328	84	114	152	14	47
CGI_10003570	61	45	34	53	18	16
CGI_10003571	66	25	49	51	34	30
CGI_10003572	491	670	328	485	420	161
CGI_10003573	0	0	0	0	0	0
CGI_10003574	277	237	164	360	251	133
CGI_10003575	3	3	6	7	2	3
CGI_10003576	7	1	8	6	0	20
CGI_10003577	0	1	0	0	0	1
CGI_10003578	122	108	59	108	98	48
CGI_10003579	292	176	157	345	157	136
CGI_10003580	237	215	157	157	56	57
CGI_10003581	206	99	62	206	47	30
CGI_10003582	64	45	50	111	90	67
CGI_10003583	22	31	47	30	27	57
CGI_10003584	46	71	19	46	55	6
CGI_10003585	46	44	25	32	17	12
CGI_10003586	34	0	16	34	0	51
CGI_10003587	4	5	5	6	24	21
CGI_10003588	232	114	145	207	60	90
CGI_10003589	3	6	2	12	1	1
CGI_10003590	9	5	1	35	7	0
CGI_10003591	142	90	49	107	46	32
CGI_10003592	470	320	169	453	99	46
CGI_10003593	920	1112	210	408	167	28
CGI_10003594	745	742	272	414	276	46
CGI_10003595	26	15	5	9	1	3
CGI_10003596	135	64	56	106	33	14
CGI_10003597	15	22	2	12	32	1
CGI_10003598	125	90	66	148	69	29
CGI_10003599	245	260	214	272	57	51
CGI_10003600	46	23	6	5	11	2
CGI_10003601	2	144	6	0	120	3
CGI_10003602	240	111	125	243	51	32
CGI_10003603	194	148	112	220	59	17
CGI_10003604	1032	462	605	479	367	1465
CGI_10003605	798	671	719	856	607	428
CGI_10003606	0	0	0	3	0	0
CGI_10003607	323	295	175	301	78	92
CGI_10003608	1484	1339	1156	1636	1873	1103
CGI_10003609	1	1	0	0	0	0
CGI_10003610	29	12	21	9	12	9
CGI_10003611	2	2	3	0	3	3
CGI_10003612	30	41	26	25	25	9
CGI_10003613	12	29	9	83	29	130
CGI_10003614	61	15	71	39	25	136
CGI_10003615	67	27	41	31	21	17
CGI_10003616	715	552	544	631	164	170
CGI_10003617	69	32	32	50	18	9
CGI_10003618	67	61	51	40	9	21
CGI_10003619	68	51	37	29	8	22
CGI_10003620	296	270	252	118	58	17
CGI_10003621	88	69	44	104	67	70
CGI_10003622	698	465	481	386	116	61
CGI_10003623	23	11	25	16	18	5
CGI_10003624	134	22	230	37	16	20
CGI_10003625	6470	5270	5631	5393	4885	3310
CGI_10003626	0	0	1	0	0	0
CGI_10003627	3038	2332	1519	740	123	190
CGI_10003628	1449	944	1052	900	433	239
CGI_10003629	151	162	309	89	131	206
CGI_10003630	3	1	6	3	1	2
CGI_10003631	1155	868	680	902	621	348
CGI_10003633	462	209	163	364	57	52
CGI_10003634	85	85	62	92	18	21
CGI_10003635	71	92	47	127	39	19
CGI_10003636	19	29	33	47	20	10
CGI_10003637	113	155	59	52	64	19
CGI_10003638	501	339	258	352	175	82
CGI_10003639	105	93	80	30	18	11
CGI_10003641	205	173	189	291	275	172
CGI_10003642	320	220	274	415	406	285
CGI_10003643	109	84	61	77	61	58
CGI_10003644	0	0	0	0	0	0
CGI_10003645	75	57	73	58	21	40
CGI_10003646	5	2	3	4	0	2
CGI_10003647	20	22	33	6	3	11
CGI_10003648	8	6	12	0	2	5
CGI_10003649	269	181	181	109	50	32
CGI_10003650	572	636	442	235	53	75
CGI_10003651	252	240	151	327	118	76
CGI_10003652	828	722	596	214	94	76
CGI_10003653	7	13	6	27	8	4
CGI_10003654	14	17	16	49	17	20
CGI_10003655	9	9	11	3	6	6
CGI_10003656	19	27	18	16	23	9
CGI_10003657	416	318	226	438	87	51
CGI_10003658	385	314	1035	396	313	781
CGI_10003659	1	2	9	3	0	1
CGI_10003660	51	30	56	42	60	39
CGI_10003661	14	0	14	46	0	4
CGI_10003662	102	72	27	147	105	17
CGI_10003663	563	406	441	615	322	207
CGI_10003664	188	277	170	137	51	44
CGI_10003665	316	318	853	543	208	249
CGI_10003666	49	41	48	79	29	12
CGI_10003667	130	72	83	198	84	61
CGI_10003668	5	53	48	17	48	21
CGI_10003669	50	55	25	45	6	0
CGI_10003670	125	140	183	155	97	48
CGI_10003671	728	769	661	546	306	211
CGI_10003672	52	98	78	68	69	48
CGI_10003673	0	0	0	0	0	0
CGI_10003674	56	49	86	48	67	41
CGI_10003675	400	117	141	437	311	113
CGI_10003676	22	17	23	34	11	3
CGI_10003677	5	0	0	8	2	0
CGI_10003678	0	0	0	1	1	0
CGI_10003679	3	2	1	1	0	3
CGI_10003680	1	4	3	10	22	34
CGI_10003681	0	1	0	0	1	0
CGI_10003682	0	0	0	0	0	0
CGI_10003683	0	2	0	1	0	0
CGI_10003685	5	2	4	2	7	8
CGI_10003686	2	7	35	1	1	11
CGI_10003687	0	1	0	0	0	0
CGI_10003688	510	426	260	588	348	201
CGI_10003689	214	356	145	394	454	143
CGI_10003690	2	4	2	5	17	4
CGI_10003691	8	9	15	3	11	3
CGI_10003692	19	0	13	12	2	4
CGI_10003693	15	62	14	68	22	6
CGI_10003695	44	15	14	42	29	20
CGI_10003696	242	189	162	217	82	67
CGI_10003697	124	154	89	85	18	17
CGI_10003698	87	84	46	64	32	16
CGI_10003699	228	199	193	327	132	79
CGI_10003700	227	236	104	251	69	44
CGI_10003701	21	22	20	19	13	6
CGI_10003702	6	3	2	9	1	4
CGI_10003703	46	8	14	88	10	10
CGI_10003704	94	174	93	112	72	37
CGI_10003705	4	1	4	8	1	2
CGI_10003706	35	5	7	52	14	9
CGI_10003707	14	10	15	13	5	4
CGI_10003708	23	18	13	30	7	13
CGI_10003709	7	7	3	14	1	1
CGI_10003710	0	19	9	22	0	0
CGI_10003711	22	54	5	62	19	6
CGI_10003712	552	11244	2193	130	2	0
CGI_10003713	0	0	0	0	0	0
CGI_10003714	0	2	0	1	0	0
CGI_10003715	11	2	9	6	6	6
CGI_10003716	4	4	2	3	3	1
CGI_10003717	24	16	9	5	5	2
CGI_10003718	43	77	194	85	98	199
CGI_10003719	50	45	40	75	75	30
CGI_10003720	62	42	51	66	19	9
CGI_10003721	344	238	179	376	150	82
CGI_10003722	239	134	169	334	238	137
CGI_10003723	59	17	91	60	17	18
CGI_10003724	23	35	17	20	30	11
CGI_10003725	5	3	1	0	1	2
CGI_10003726	5	2	5	9	0	2
CGI_10003727	1	0	0	1	2	0
CGI_10003728	104	162	85	28	20	9
CGI_10003729	17	15	13	11	11	2
CGI_10003730	147	103	90	168	46	46
CGI_10003731	402	203	312	338	252	282
CGI_10003732	135	112	90	97	40	37
CGI_10003733	82	112	44	73	83	29
CGI_10003734	151	129	87	36	13	10
CGI_10003735	22	15	15	20	6	13
CGI_10003736	47	19	12	38	15	10
CGI_10003737	168	131	33	298	128	34
CGI_10003738	38	3	16	83	2	4
CGI_10003739	16	1	7	18	2	5
CGI_10003741	269	137	157	318	114	80
CGI_10003742	206	166	166	259	101	83
CGI_10003743	31	25	18	72	8	17
CGI_10003744	5074	4866	4121	3198	855	855
CGI_10003745	564	819	438	527	62	104
CGI_10003746	1506	2293	1528	800	2211	1549
CGI_10003747	0	1	1	5	2	0
CGI_10003748	50	21	22	75	28	24
CGI_10003749	90	28	18	139	21	36
CGI_10003750	22	14	8	43	21	4
CGI_10003751	43	31	11	22	5	3
CGI_10003752	31	46	16	20	10	12
CGI_10003753	139	86	35	101	77	42
CGI_10003754	0	1	1	0	0	0
CGI_10003755	464	324	269	536	255	127
CGI_10003756	1	0	0	1	1	0
CGI_10003757	4	5	4	1	0	0
CGI_10003758	83	90	62	71	52	15
CGI_10003759	23	12	33	14	9	6
CGI_10003760	22	35	14	19	35	31
CGI_10003761	0	0	0	0	0	0
CGI_10003762	54	35	26	83	31	42
CGI_10003763	6744	4378	6499	6074	4271	3118
CGI_10003764	0	0	0	0	0	0
CGI_10003765	95	135	129	152	116	50
CGI_10003766	389	313	288	499	76	78
CGI_10003767	91	174	120	95	58	49
CGI_10003768	3	15	8	3	2	2
CGI_10003769	81	82	127	228	138	143
CGI_10003770	169	263	48	136	52	13
CGI_10003771	239	301	156	275	156	37
CGI_10003772	1369	1091	1137	257	97	112
CGI_10003773	877	1368	878	770	203	104
CGI_10003774	4	5	5	5	1	0
CGI_10003775	7	4	5	12	5	10
CGI_10003776	12	22	26	22	29	29
CGI_10003777	458	278	83	154	35	13
CGI_10003778	122	630	285	160	843	877
CGI_10003779	944	722	708	859	522	407
CGI_10003780	1084	300	510	576	354	137
CGI_10003781	1	3	1	1	1	0
CGI_10003782	7	2	2	1	3	1
CGI_10003784	0	0	0	0	0	0
CGI_10003785	2720	2646	1703	1353	193	126
CGI_10003786	2736	2024	1775	768	84	29
CGI_10003787	24	22	39	61	44	134
CGI_10003788	1	1	0	0	0	0
CGI_10003789	0	5	3	0	1	0
CGI_10003790	0	0	0	1	0	0
CGI_10003791	0	0	1	0	0	0
CGI_10003792	23	48	21	21	69	27
CGI_10003793	13	30	11	20	11	7
CGI_10003794	2286	1763	1912	1251	661	388
CGI_10003795	700	776	642	1076	279	126
CGI_10003796	264	216	182	176	136	34
CGI_10003797	127	96	41	77	45	3
CGI_10003798	78	69	15	111	15	13
CGI_10003799	172	182	174	115	57	19
CGI_10003800	810	421	742	841	537	334
CGI_10003801	557	516	553	870	1011	729
CGI_10003802	0	1	2	0	0	1
CGI_10003803	0	0	0	0	0	0
CGI_10003804	17	1	1	6	0	0
CGI_10003805	0	0	0	0	0	0
CGI_10003806	51	73	29	39	53	17
CGI_10003807	38	81	20	58	28	12
CGI_10003808	1	298	3	4	1106	0
CGI_10003809	172	125	112	171	19	15
CGI_10003810	137	211	175	104	145	24
CGI_10003811	6	7	3	13	4	0
CGI_10003812	396	204	197	461	126	44
CGI_10003813	163	82	101	165	105	104
CGI_10003814	12	21	10	26	6	1
CGI_10003815	69	77	60	93	38	15
CGI_10003816	1073	884	822	567	162	103
CGI_10003817	51	43	55	55	38	17
CGI_10003818	320	330	319	462	437	207
CGI_10003819	33	7	1	59	26	48
CGI_10003820	71	45	40	62	26	7
CGI_10003821	190	95	190	109	19	26
CGI_10003822	14	25	3	4	1	2
CGI_10003823	3592	780	1626	3440	1085	458
CGI_10003824	51	73	70	133	47	45
CGI_10003826	12	27	9	15	5	0
CGI_10003827	5	11	28	10	22	22
CGI_10003828	38	25	26	62	34	23
CGI_10003829	11228	9581	8806	8943	10120	6690
CGI_10003830	5	8	2	7	23	0
CGI_10003831	347	133	405	363	204	123
CGI_10003833	5	17	5	12	26	6
CGI_10003834	24	34	15	28	41	5
CGI_10003835	106	39	64	78	72	56
CGI_10003836	4	1	6	1	0	0
CGI_10003837	36	28	24	72	44	16
CGI_10003838	383	203	195	48	16	33
CGI_10003839	66	48	66	227	92	67
CGI_10003840	330	201	199	696	237	197
CGI_10003841	228	160	167	279	125	73
CGI_10003842	65	60	24	70	17	17
CGI_10003843	1253	880	1606	1238	758	598
CGI_10003844	22	9	8	8	0	2
CGI_10003845	331	15	106	112	19	53
CGI_10003846	8	2	3	3	5	2
CGI_10003847	4	14	0	1	1	0
CGI_10003848	52	24	19	25	3	3
CGI_10003849	157	105	72	146	15	15
CGI_10003850	98	134	91	135	86	32
CGI_10003851	18	18	9	34	8	11
CGI_10003852	3	0	2	1	4	0
CGI_10003853	226	177	163	239	50	68
CGI_10003854	356	410	235	142	60	11
CGI_10003855	88	66	91	58	23	14
CGI_10003856	107	116	102	61	46	44
CGI_10003857	57	69	42	123	48	28
CGI_10003858	1	2	7	1	1	0
CGI_10003859	3	0	1	0	0	0
CGI_10003860	16	9	22	9	4	6
CGI_10003861	101	124	109	97	221	203
CGI_10003862	63	50	32	111	42	20
CGI_10003863	94	103	51	123	119	79
CGI_10003864	76	113	35	135	82	38
CGI_10003865	77	68	39	117	57	53
CGI_10003866	870	618	1010	396	83	205
CGI_10003867	25	16	97	38	34	32
CGI_10003868	55	81	3	9	58	0
CGI_10003869	303	190	212	454	187	191
CGI_10003870	611	573	648	292	84	123
CGI_10003871	360	285	431	179	76	67
CGI_10003872	0	0	1	1	0	0
CGI_10003873	1170	737	825	1222	1400	1650
CGI_10003874	46	15	19	48	20	15
CGI_10003875	0	2	2	3	3	2
CGI_10003876	73	43	31	50	49	43
CGI_10003877	148	336	394	121	88	45
CGI_10003878	54	37	25	43	20	10
CGI_10003879	276	232	123	212	92	33
CGI_10003880	668	564	557	436	445	183
CGI_10003881	1	22	5	4	5	7
CGI_10003882	3	1	1	2	2	0
CGI_10003883	920	451	687	411	281	1074
CGI_10003884	0	1	1	0	0	0
CGI_10003885	0	0	0	0	0	0
CGI_10003886	2768	2307	2507	3068	2146	1609
CGI_10003887	56	95	49	34	8	8
CGI_10003888	0	0	0	0	0	0
CGI_10003889	452	163	115	400	161	54
CGI_10003890	815	858	616	626	406	288
CGI_10003891	31	19	20	14	17	8
CGI_10003892	351	195	135	477	468	203
CGI_10003894	19	17	12	19	14	16
CGI_10003895	293	116	132	150	50	32
CGI_10003896	184	154	124	177	113	102
CGI_10003897	371	505	310	284	94	59
CGI_10003898	8	8	6	17	5	6
CGI_10003900	80	39	17	119	25	12
CGI_10003902	35	3	0	10	2	0
CGI_10003903	0	0	0	0	0	0
CGI_10003904	99	208	158	97	91	23
CGI_10003905	446	206	502	270	106	123
CGI_10003906	7	0	2	2	1	7
CGI_10003907	503	663	200	899	719	178
CGI_10003908	14	12	4	36	98	5
CGI_10003909	9	5	2	14	5	1
CGI_10003910	12	7	8	34	27	13
CGI_10003911	92	134	99	62	49	42
CGI_10003912	83	62	46	83	55	56
CGI_10003913	208	110	40	170	16	32
CGI_10003914	876	1051	430	852	185	262
CGI_10003915	105	24	1	99	26	3
CGI_10003916	13	5	7	15	8	11
CGI_10003917	3	0	1	9	0	0
CGI_10003918	25	41	50	45	17	19
CGI_10003919	354	254	345	259	221	164
CGI_10003920	87	73	67	66	52	26
CGI_10003921	263	246	101	82	99	135
CGI_10003922	46	30	26	34	17	7
CGI_10003923	6753	5287	5924	4979	7348	5945
CGI_10003924	84	124	210	769	307	77
CGI_10003925	122	76	19	73	54	4
CGI_10003926	15	13	3	20	3	0
CGI_10003927	487	270	472	353	73	187
CGI_10003928	99	111	71	112	65	68
CGI_10003929	29	30	23	35	32	58
CGI_10003930	1380	440	997	703	165	191
CGI_10003931	29	9	14	7	1	9
CGI_10003932	17	22	9	24	22	12
CGI_10003933	203	154	94	137	29	26
CGI_10003934	0	0	0	1	1	2
CGI_10003935	149	37	150	87	16	78
CGI_10003936	2831	1974	2458	1785	1577	776
CGI_10003937	0	0	0	0	0	0
CGI_10003938	0	0	0	0	0	0
CGI_10003939	94	105	202	75	76	35
CGI_10003940	13	3	48	9	4	7
CGI_10003941	148	156	113	187	96	65
CGI_10003942	215	195	135	142	50	31
CGI_10003943	360	306	239	353	175	91
CGI_10003944	46	35	45	81	30	78
CGI_10003945	1628	1216	1294	244	57	67
