"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"CGI_10000514" 751.769826254919 -2.5578504915397 0.518058965223458 -4.93737327841901 7.91818244519537e-07 3.55524128608561e-05
"CGI_10000515" 303.43733122734 -2.35276754257093 0.523191221996949 -4.49695530745096 6.89334708081656e-06 0.000212054418987869
"CGI_10000516" 333.21465338351 -2.30266237741581 0.611326009315775 -3.76666842621838 0.000165440488173917 0.00268430518613552
"CGI_10000517" 357.483882109187 -1.77472359541567 0.567800287858178 -3.12561235590453 0.0017743527426016 0.0159797363068823
"CGI_10000536" 342.883457452403 1.13244272922569 0.333698503941269 3.39361044730665 0.000689777370408905 0.00795065583738777
"CGI_10000544" 46.5069495913833 -1.80935331028802 0.564972540828716 -3.20255088439168 0.00136216232990319 0.0130984134577659
"CGI_10000555" 50.9938685345898 1.66049284383482 0.528974682923616 3.13907810229661 0.00169480269618441 0.0154727300312386
"CGI_10000580" 89.4693649848414 -1.24645500898333 0.398371514376546 -3.12887584578942 0.00175476435093408 0.0158741911088984
"CGI_10000585" 23.3078848205551 -1.8248281705364 0.534014211985453 -3.41719027243064 0.000632710424091415 0.00746910953173194
"CGI_10000590" 43.7304237649256 -1.53520301859661 0.461855753741481 -3.32398807671003 0.000887399898504348 0.00959609027682171
"CGI_10000602" 1092.82260758844 -1.18897493259276 0.397247852815509 -2.99303048252082 0.00276222158998964 0.021683998599893
"CGI_10000610" 57.1829180336896 1.33550032394815 0.466500915008475 2.86280322499237 0.00419911254639084 0.0293452992272025
"CGI_10000618" 315.021669143991 -0.975457904118655 0.302816910219648 -3.22127949661433 0.00127619624094625 0.0124822152407566
"CGI_10000627" 66.1115743604096 1.27498801730581 0.40764983462985 3.12765493567171 0.00176206920358025 0.0159087394203454
"CGI_10000692" 124.770505955575 -1.32997703965967 0.482983789850097 -2.75366806838892 0.00589315033810429 0.0381855951244188
"CGI_10000696" 143.238180507478 1.65118850805382 0.500474389808369 3.29924675803303 0.000969446534849128 0.0102511772199888
"CGI_10000725" 267.002414202418 -2.28573672691489 0.549277637016787 -4.16135042258244 3.16371187491797e-05 0.000722520161019002
"CGI_10000738" 290.845285020988 -0.856260870590906 0.318421099255312 -2.68908333208268 0.00716485307611077 0.0437113818715951
"CGI_10000748" 210.57903985941 -2.32076641244814 0.654771173911725 -3.54439307183218 0.000393518088706014 0.00517358031755712
"CGI_10000760" 21.0835367648447 -1.60564808277358 0.543215639255278 -2.95582079517232 0.00311838219157822 0.023709106813356
"CGI_10000839" 500.827421642508 -1.24990916343805 0.418374793115545 -2.9875345838363 0.00281237473515351 0.0219147964340975
"CGI_10000840" 27.2183989399524 -1.51633322682481 0.522424053019319 -2.90249504796201 0.00370203012759038 0.0269882176471767
"CGI_10000852" 792.560558296959 1.50964386678623 0.341118358461502 4.42557203193333 9.61870530015108e-06 0.00027545301802767
"CGI_10000853" 128.788867607267 2.02588512207562 0.386708072451302 5.23879708337543 1.61626630016638e-07 9.28637055247494e-06
"CGI_10000860" 414.607943628221 1.46718955137936 0.46175231861899 3.17743840630283 0.00148582246551134 0.0140943535443176
"CGI_10000871" 96.1207314811452 1.62516759180234 0.419533316176954 3.87375097313335 0.00010717292799189 0.00189467544364241
"CGI_10000877" 295.12715426715 2.20257049842301 0.527735237895526 4.17362787295823 2.99787273371358e-05 0.000699606392715987
"CGI_10000886" 102.389985335235 1.97852814230613 0.481490778980734 4.10917140821362 3.97081274007461e-05 0.000867558075918106
"CGI_10000890" 91.014160905028 -1.53506120230946 0.37864228660551 -4.05411982922228 5.0323417226244e-05 0.00104539126219644
"CGI_10000909" 89.9020615027348 -1.33903443315795 0.50481444706545 -2.65252795545359 0.00798915119085112 0.0471557311512006
"CGI_10000936" 66.5691900195826 -2.30747093111048 0.744057678741126 -3.10119900249467 0.00192738712073708 0.0169720600988468
"CGI_10000942" 63.3347561398958 2.91524655191024 0.437851748409368 6.65806762791464 2.7745111599162e-11 4.62147014857234e-09
"CGI_10000947" 876.437163329129 3.50410846568803 0.364110072243568 9.6237614194424 6.34668997096586e-22 6.77826488899154e-19
"CGI_10000948" 400.44902841421 3.75707037602405 0.433207244236866 8.67268593959565 4.2204481618559e-18 3.06505827306623e-15
"CGI_10000968" 298.909228455036 -1.52973710287114 0.53405080702382 -2.86440369109471 0.00417795181411215 0.0292311726924933
"CGI_10000982" 609.716906358049 -1.64712831222024 0.546175739808036 -3.01574784848399 0.00256346338570349 0.0206946381639985
"CGI_10000985" 94.3336777343323 -1.76074758260341 0.494376802413444 -3.56154976125054 0.000368672215080628 0.00492902263402347
"CGI_10001013" 153.847066842249 2.53384554553335 0.363380970417693 6.97297258747695 3.10313109472825e-12 6.40232365407796e-10
"CGI_10001020" 39.1472735436777 1.75363836974206 0.647094405025544 2.71001936676124 0.00672792795623436 0.041832965744312
"CGI_10001025" 40.3734320220423 -1.65262256412661 0.563559637722436 -2.93247147862736 0.00336275808323974 0.0251148645657346
"CGI_10001043" 95.8981788442171 2.48431428702218 0.425568585836818 5.83763550624194 5.29468291422937e-09 5.0862573010978e-07
"CGI_10001049" 1077.78634995234 -1.53896669776006 0.425565779631992 -3.61628394813812 0.00029886253798843 0.00416754857121193
"CGI_10001070" 226.956878676262 1.62798009993194 0.508474005708061 3.20169778918184 0.00136620247235917 0.0131242180360599
"CGI_10001089" 368.448025177355 -0.988031630506179 0.349334530628913 -2.82832512642655 0.00467922577560123 0.0319503659954178
"CGI_10001110" 1127.10610760973 -1.17626869159441 0.36552949943286 -3.21798567125076 0.00129094266750669 0.0125742248236328
"CGI_10001130" 125.039267631003 -1.22153509537309 0.445640538177961 -2.74107714789019 0.00612381270207514 0.0392044934481228
"CGI_10001131" 98.2646156150352 -1.71053692660943 0.507877513043989 -3.36801075589513 0.000757126422875757 0.00856472731073661
"CGI_10001132" 52.7615150971797 -2.25631300229057 0.459484772548309 -4.91052835065028 9.08313221018133e-07 3.94166360619232e-05
"CGI_10001139" 20.4095790529356 1.61644469834679 0.534754506236781 3.02277901260182 0.00250465072806817 0.0203540602773213
"CGI_10001174" 58.8972853802329 -1.35696795836522 0.445074789984472 -3.04885378570321 0.0022971625516456 0.0191142453197422
"CGI_10001203" 1155.55451101893 1.86614750951816 0.415096388070405 4.49569681440264 6.93424836506159e-06 0.00021266590087172
"CGI_10001212" 123.535391891926 -1.10582511339753 0.387039818258372 -2.85713526420512 0.00427483622447793 0.0297713565368705
"CGI_10001221" 23.3282198809947 -1.75306081120998 0.529207740909852 -3.31261369721462 0.000924285486941582 0.0098982600516019
"CGI_10001223" 395.530589228283 1.00523327695218 0.368951473004315 2.72456772910193 0.0064385723095114 0.0406115002222502
"CGI_10001233" 18.6041640880316 -1.72116015743158 0.584135248388417 -2.94650966908798 0.00321382371118894 0.0242116943154964
"CGI_10001237" 690.466642634067 1.73510015065581 0.343135152065086 5.05660857016098 4.26777947165787e-07 2.13459515392343e-05
"CGI_10001245" 1173.99089850827 -3.23457800214735 0.506897095225826 -6.38113343440314 1.75782056796294e-10 2.47403025053761e-08
"CGI_10001246" 512.168480311386 1.97546714852444 0.404460291221554 4.88420542485917 1.03846765633563e-06 4.41555474670483e-05
"CGI_10001259" 52.5943510957688 2.09601874162891 0.599724183339352 3.49497118818516 0.000474112932154242 0.00596534608190743
"CGI_10001270" 131.780535421719 -1.45455205348488 0.449725818547696 -3.2343085353251 0.00121937648659816 0.0120978139293312
"CGI_10001272" 296.435311369963 1.29415545673966 0.417383742422096 3.10063695636447 0.00193104889035204 0.0169720600988468
"CGI_10001329" 26.647754511162 -1.93509882332652 0.567639525120045 -3.40902762702665 0.000651948769564463 0.00763510891371494
"CGI_10001331" 110.804896086175 1.52986735359987 0.418550394342834 3.6551568802173 0.000257024757744016 0.00374521789855567
"CGI_10001345" 62.9502192707257 -1.13146779051843 0.396579785414664 -2.85306471013233 0.00432998033894555 0.0300911364914353
"CGI_10001347" 617.068797720814 1.57109266005664 0.319039372786024 4.92444755748171 8.45990122587783e-07 3.73717680430749e-05
"CGI_10001358" 861.10188820419 -0.971609662478911 0.311128442524352 -3.12285708948922 0.00179104691226721 0.0160867986719509
"CGI_10001360" 25.570145272318 -1.55870648967927 0.54701681226325 -2.84946724622633 0.00437925145649505 0.0303587970386118
"CGI_10001372" 54.3919965002191 -1.30877405722645 0.448480219841312 -2.91824254298113 0.00352010428332464 0.0259484422931555
"CGI_10001377" 23.8240129905514 1.62431930725565 0.51448257068232 3.15719015534663 0.0015929742901121 0.0148086369259531
"CGI_10001400" 358.125801845034 0.955869979887186 0.327268827629067 2.92074862984075 0.00349191445621358 0.0258350443630863
"CGI_10001405" 276.139343570825 1.98422279223366 0.504742217085531 3.93116074912636 8.45367227331136e-05 0.00157420383378709
"CGI_10001432" 8110.70870098469 4.47669812164319 0.371939651389164 12.0360873193355 2.29589033665855e-33 2.08420924761863e-29
"CGI_10001441" 46.2480488833555 -1.47937970592461 0.41388908018877 -3.57433857701652 0.000351114348521041 0.00473965212769369
"CGI_10001446" 587.714116584578 1.12185984505975 0.358639634023589 3.12809778571758 0.00175941635321609 0.0159083482614499
"CGI_10001451" 498.902465657805 -0.925475064076984 0.337019097736589 -2.74606118849777 0.0060315513142251 0.0387641931543614
"CGI_10001460" 37.7655707114391 -1.80544956415876 0.528178061879029 -3.41825928501413 0.000630230374623744 0.00745923251738507
"CGI_10001464" 183.044747370122 -0.983774077441313 0.322417275315134 -3.0512449324552 0.00227894585773795 0.0190066759039405
"CGI_10001476" 18.8251684370539 2.08104755152028 0.637456918339508 3.26460893536325 0.0010961530288028 0.011189503244233
"CGI_10001481" 26.2027748453284 -2.21865013051093 0.600880463836019 -3.69233194294099 0.000222207174440913 0.00335082513218373
"CGI_10001489" 49.4899107451262 -1.34484670064334 0.46059524855477 -2.91980150655727 0.00350254397540082 0.0258885483194274
"CGI_10001497" 7147.62492329316 4.30138220200278 0.716268810020733 6.00526246826002 1.91022633204704e-09 2.06440888599083e-07
"CGI_10001530" 245.179503912143 -1.39906211406066 0.448386285427099 -3.12021611617317 0.00180718397429199 0.0161870903982463
"CGI_10001538" 1677.54466173918 1.47005369020445 0.376339950850091 3.90618558269946 9.37645100815302e-05 0.00170238844504026
"CGI_10001541" 160.791131312243 2.95901700666216 0.516026596821613 5.73423351603924 9.79542993924911e-09 8.59158579599067e-07
"CGI_10001543" 23.1410886747657 2.6140556786757 0.544833741168412 4.79789609408144 1.6034091417986e-06 6.38410008300337e-05
"CGI_10001553" 572.7870509354 2.33584304262847 0.612990245022346 3.81057131266961 0.000138646009568432 0.00232219275804839
"CGI_10001563" 501.750872958384 -1.0147114292057 0.325231535150047 -3.11996629950891 0.00180871731895435 0.0161876333750937
"CGI_10001564" 172.794649939976 1.81395176308999 0.414100743983872 4.3804600437053 1.18429008172706e-05 0.000330291408968302
"CGI_10001573" 6186.26695032083 3.77814146523541 0.399167480862396 9.4650532580279 2.93411501293414e-21 2.9595440097129e-18
"CGI_10001592" 5570.22667689364 -4.33784729197146 0.428465662281117 -10.1241421981802 4.31747761234167e-24 7.83881235296754e-21
"CGI_10001597" 67.8122892707812 -1.63446280336964 0.555690432019731 -2.94131895960303 0.00326817819876438 0.0245600345102509
"CGI_10001616" 21.7094463700336 2.10349302935754 0.533341895099294 3.94398611600898 8.01382997546362e-05 0.00151561559410956
"CGI_10001630" 393.919608613902 -2.61134044805501 0.50815168852587 -5.13889948025247 2.76352171231726e-07 1.47139296800094e-05
"CGI_10001664" 84.7365406494253 -1.08985783719932 0.389438126549015 -2.79853913343574 0.00513343485359167 0.0342530846019149
"CGI_10001673" 133.197866351339 -1.38049280942735 0.396595931382333 -3.48085469413579 0.000499816561319269 0.00621978717430614
"CGI_10001707" 20.7075099378458 -1.92033115980452 0.570244352114975 -3.36755840313406 0.000758369617739097 0.00857261918000944
"CGI_10001734" 60.9712997760067 -2.02457937687817 0.443540854237267 -4.564583752628 5.00486368530997e-06 0.000163726675802681
"CGI_10001747" 195.05703757253 2.06451373246001 0.45162917630105 4.5712585474855 4.84803677144661e-06 0.000158882591376146
"CGI_10001748" 656.44687660707 1.7797031667171 0.552461001938833 3.22140958451607 0.0012756170431724 0.0124822152407566
"CGI_10001776" 55.7117839527798 -1.60328481077566 0.537723948374512 -2.98161317832736 0.00286734039869585 0.0221627017433587
"CGI_10001784" 119.236415482834 -1.66231826907397 0.422657515517586 -3.93301481233168 8.38870662882213e-05 0.0015685412724294
"CGI_10001794" 3763.66434248923 -1.10510430692653 0.34338427553727 -3.21827289615242 0.00128965053213782 0.0125742248236328
"CGI_10001800" 213.916213000613 -0.922618232867233 0.319050602134216 -2.89176145318513 0.00383088695057189 0.0276291211375841
"CGI_10001807" 294.065368660906 1.42267667481079 0.38949445374198 3.65262370527423 0.000259574477687696 0.00376725357066171
"CGI_10001813" 1492.40854055733 -2.15922701131102 0.516399952042385 -4.18130753647667 2.89837527926457e-05 0.000684303011317653
"CGI_10001819" 576.64231888066 1.12050354751464 0.366551396304015 3.05687976860222 0.00223653965714361 0.0187819676295556
"CGI_10001834" 47.8076344171169 -1.76779401789514 0.449184794487709 -3.93556068591167 8.30026862183573e-05 0.00155681484605423
"CGI_10001835" 60.6778010727973 -1.45387148139412 0.400773984910296 -3.62765931955272 0.000286002294885981 0.00404412590806065
"CGI_10001839" 144.016723356367 2.68166186514116 0.408842292626774 6.55915964053456 5.41118494518587e-11 8.32588761566057e-09
"CGI_10001849" 1365.18038317754 2.50466938108224 0.581431502788237 4.3077634580706 1.64913608573259e-05 0.000436468145372607
"CGI_10001852" 392.061588190168 1.20598485982282 0.395204315156797 3.05154780343009 0.00227664793473823 0.0190045148979804
"CGI_10001869" 208.781324006261 -1.30396379514534 0.363401190117821 -3.5882210367076 0.000332941974913108 0.00455530858818568
"CGI_10001932" 151.338766242136 -1.46839255235091 0.479038888565072 -3.065288826027 0.00217459883548338 0.018363728584668
"CGI_10001934" 292.54783973187 -0.942207181577071 0.290271407308567 -3.24595243573363 0.00117058395427255 0.0117355727629887
"CGI_10001937" 123.8740638252 1.6553923794793 0.477038259781959 3.47014593805523 0.000520175648820101 0.00641597084237619
"CGI_10001975" 1244.16886658838 1.77674705097368 0.419578440782931 4.23460044243045 2.28958432203408e-05 0.000561752607443929
"CGI_10001976" 337.781766668827 1.12323596725854 0.397799602555369 2.82362264829613 0.0047484254244923 0.0323498731733892
"CGI_10001977" 112.363212240234 2.19287330832031 0.61533277598159 3.56371933027978 0.000365636908877829 0.00489926473622573
"CGI_10001985" 567.350287062809 -1.57419702359796 0.579178144165695 -2.71798416334509 0.00656809817740954 0.0411492030742055
"CGI_10002012" 537.452283507874 -2.6601979764633 0.54149592987127 -4.91268323493347 8.98383573580533e-07 3.9209260004635e-05
"CGI_10002026" 23.8695277030056 -1.85936060288266 0.542585417416457 -3.42685325332936 0.00061061895977386 0.00726024743526798
"CGI_10002027" 140.689965111848 1.81701805846519 0.460545119004787 3.94536383838281 7.96788995659656e-05 0.00151007317382012
"CGI_10002035" 57.8359219156632 1.57165805138243 0.463752119543909 3.38900456763006 0.000701468420283782 0.00805048080826318
"CGI_10002038" 309.894562687825 1.84316306129857 0.563158673402133 3.2729018451651 0.00106449437015297 0.0109439183377675
"CGI_10002065" 295.327873202758 2.06125514197326 0.34088638254513 6.04675119781404 1.47795723618563e-09 1.641049670416e-07
"CGI_10002070" 371.378318679948 1.98998196663523 0.487878652492155 4.07884615666236 4.52597738349314e-05 0.000959972492695111
"CGI_10002103" 282.222384408007 -1.51310308236833 0.574124150559419 -2.63549805541882 0.00840139071745159 0.0487957933032793
"CGI_10002172" 1357.62022737959 2.9650922139463 0.390411808342358 7.59478107625824 3.08313230759539e-14 9.32955836278366e-12
"CGI_10002219" 441.871535805582 1.42374041950467 0.342582454522354 4.15590582853908 3.24001268019916e-05 0.000737163787239298
"CGI_10002238" 107.99877528061 -1.01184051569055 0.357525552569054 -2.83012083589498 0.00465304268724505 0.0318674624781672
"CGI_10002240" 318.130932871574 1.43704637929037 0.51536551899901 2.78840226269217 0.00529687275822677 0.0350473840373051
"CGI_10002241" 989.829270354228 0.773832289505885 0.278838176154908 2.77520209096471 0.00551674155964874 0.0362304207769551
"CGI_10002250" 104.521302348393 -1.32046956854666 0.46041010495812 -2.86802907739562 0.00413037571358317 0.0290663183937271
"CGI_10002299" 958.912852348043 -1.34832963727591 0.484815630990594 -2.7811183284684 0.00541719879584859 0.0356615885922506
"CGI_10002302" 84.4847483012196 -1.87059481388573 0.518924024606907 -3.60475662174773 0.000312445587061445 0.00432045855193267
"CGI_10002310" 167.163063070307 -1.06951728041543 0.384938900926501 -2.77840789237262 0.00546259979231401 0.0359344064598743
"CGI_10002311" 1171.64925692521 -0.766120231446617 0.29176203759969 -2.62583932354409 0.00864356083065678 0.0497881721425941
"CGI_10002314" 29.5446953773258 4.29268619361823 0.638100137062225 6.72729238608457 1.7284919834022e-11 2.98880956672861e-09
"CGI_10002339" 119.831993325423 -1.39782640134704 0.477164840733164 -2.92944132094744 0.00339571920634661 0.0252987154615391
"CGI_10002353" 52.1517353558938 -2.15815513582706 0.691102085685534 -3.12277329287219 0.00179155689109301 0.0160867986719509
"CGI_10002355" 307.128399382996 -2.64848240045435 0.814678282930257 -3.25095495479297 0.00115018079451158 0.0115866661479349
"CGI_10002356" 5331.23534642411 -3.95858325395354 0.63567185387101 -6.22740055241901 4.74237568026968e-10 5.93810847248112e-08
"CGI_10002361" 372.299374932441 -1.26349814952863 0.350485632306843 -3.60499271029308 0.000312161690428856 0.00431982290505054
"CGI_10002370" 38.3739285560277 -2.37889493427156 0.635659905224202 -3.74240205292247 0.000182269585517296 0.00289273303728325
"CGI_10002384" 2548.94997132267 -4.24764633255376 0.42881291701582 -9.90559324125269 3.93626949613357e-23 5.49745453629239e-20
"CGI_10002385" 494.929698666009 -1.97720358493541 0.488658537404096 -4.04618651592362 5.20587595983123e-05 0.00107041771151411
"CGI_10002386" 28.9667509841899 -2.01314877608962 0.665753221730104 -3.02386636726747 0.00249566648639117 0.0203007709349991
"CGI_10002395" 147.44927105893 2.12683079929286 0.381618606379135 5.57318423090689 2.5012481278447e-08 1.88434278046259e-06
"CGI_10002404" 42.7236876660102 -2.69747805730689 0.745823518251263 -3.61677795255328 0.000298292980088068 0.00416280349460335
"CGI_10002411" 76.9029115320102 -2.1953944392943 0.645586031848297 -3.40062258318839 0.000672325836338974 0.00781982567877669
"CGI_10002429" 254.204875473501 -1.35401966041256 0.390223910946745 -3.46985313413392 0.000520743022849448 0.00641860850159849
"CGI_10002432" 42.4140993092242 -1.81763722318137 0.564238326262675 -3.22139978547858 0.00127566066353264 0.0124822152407566
"CGI_10002433" 65.941029376921 -1.37741343028345 0.441515867494809 -3.11973709597116 0.00181012519438103 0.0161876333750937
"CGI_10002444" 16.6448675958963 2.1011483202365 0.723071500521772 2.9058652134959 0.00366239173368 0.026761018241205
"CGI_10002457" 5059.65544818014 -2.55547062548689 0.531992236341122 -4.80358631370756 1.55848659872486e-06 6.23257327895343e-05
"CGI_10002480" 48.7521922283819 -1.69823104505392 0.457403997001127 -3.7127595215346 0.000205011664334006 0.00315975532907319
"CGI_10002484" 45.5371176073214 -2.21425116843016 0.430653417221682 -5.14160826289312 2.72396614454448e-07 1.45888877051179e-05
"CGI_10002509" 469.058859054933 2.25032462439637 0.33477248610993 6.72195212499461 1.79305873005878e-11 3.07120512291954e-09
"CGI_10002510" 122.512146976308 2.93666801165354 0.451805770087292 6.49984618630734 8.04021756154502e-11 1.20643132270588e-08
"CGI_10002521" 254.69545225309 1.60243980811059 0.536170240634669 2.98867726454525 0.00280187916947481 0.0218611595191168
"CGI_10002529" 528.625647380351 -2.80486249606706 0.508597209651789 -5.51489949775267 3.48979326122589e-08 2.4463585502246e-06
"CGI_10002542" 77.7821648621442 1.58249318460048 0.428836400231592 3.6902025661671 0.000224075548717323 0.00337060121169157
"CGI_10002564" 233.389460424365 -1.00646539891475 0.348800041592887 -2.8855082537217 0.00390782214838015 0.0280325637795298
"CGI_10002594" 36276.4048794016 -4.1389589822586 0.550652077655683 -7.51646847475739 5.62756428350189e-14 1.62181043065492e-11
