"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"CGI_10005570" 274.177442898693 1.81661195119366 0.467865486479145 3.88276546078299 0.00010327517165401 0.00183829805544138
"CGI_10005591" 3861.57675862765 1.24410641907014 0.415787738466671 2.99216716601147 0.00277004535901908 0.0217242397826222
"CGI_10005597" 51.4437775417585 -1.48070681064981 0.518026319517095 -2.85836212343443 0.00425834121286177 0.0296939435066778
"CGI_10005603" 1040.85185502672 1.683876758073 0.388592788564395 4.33326816046655 1.46911980376019e-05 0.000396924689837351
"CGI_10005605" 69.2176026799538 2.541759026253 0.477106951974312 5.32744076718011 9.96062460169327e-08 6.1096317658224e-06
"CGI_10005625" 86.2059235648145 -1.43192552323199 0.339288717648391 -4.22037470964747 2.43896579578218e-05 0.000591213124008294
"CGI_10005632" 46.1111703886024 -1.55256135162528 0.422298408401207 -3.67645560754815 0.000236496987378571 0.00350517494109823
"CGI_10005646" 251.049281226082 1.24962899530669 0.346046877530778 3.61115524065246 0.000304836116506575 0.00423458648147925
"CGI_10005648" 30.9575374171508 1.77651883519434 0.510353456747578 3.48095777878313 0.000499624241389279 0.00621978717430614
"CGI_10005650" 548.777754959764 4.87339031065089 0.5333377728824 9.13753077025254 6.38945034010127e-20 6.10562423025677e-17
"CGI_10005669" 86.774833490574 1.5722995387523 0.418947765603926 3.75297272796234 0.000174749872803745 0.00280526851514128
"CGI_10005670" 310.292550668544 1.78574451309059 0.423939475280972 4.21226287527732 2.5282506671409e-05 0.000610411158412371
"CGI_10005678" 40.9154792937808 -1.2912732082913 0.487120617762392 -2.65082848314411 0.00802946055324756 0.0473013905920709
"CGI_10005692" 73.6548678935797 1.26774175752543 0.471825982569516 2.68688415720863 0.00721219608247432 0.0439559020051708
"CGI_10005732" 333.517900670324 1.87857175350349 0.523676918479506 3.58727239489172 0.000334155193889491 0.00456846513573614
"CGI_10005733" 772.250728044357 1.65794059741637 0.444237208592993 3.73210655331522 0.000189885143063231 0.00299526903341097
"CGI_10005752" 137.692225503671 1.29207864422038 0.470721428658219 2.74489021649901 0.00605311433950786 0.0388803152153795
"CGI_10005760" 237.239778425024 1.73880378820419 0.424976472352897 4.09152953474633 4.28537355275323e-05 0.000921863059523549
"CGI_10005761" 480.16669369992 2.69821399879454 0.316541694105243 8.52403979962729 1.54082644687252e-17 8.74226405294298e-15
"CGI_10005771" 156.88736010331 1.13327423608425 0.413156410585371 2.74296660308042 0.00608868776129914 0.0390346804357865
"CGI_10005777" 192.9052742357 1.12676021875508 0.398229956704454 2.82942104124856 0.0046632305179278 0.0319081748754769
"CGI_10005800" 85.204235164499 2.41451437669916 0.600218504943837 4.02272565209412 5.75284934833754e-05 0.00116183240009362
"CGI_10005802" 55.448783879368 -1.52573021167519 0.480742998578436 -3.17369200630439 0.00150513312845785 0.0142255060282565
"CGI_10005813" 589.194840251952 2.00323637069866 0.410984091553624 4.87424309570213 1.09226422691277e-06 4.59054382033063e-05
"CGI_10005814" 258.135591029127 2.32258561140659 0.389946430814099 5.95616584195341 2.58224298175636e-09 2.71001176744327e-07
"CGI_10005826" 366.590061113179 -2.04334109437863 0.36645256814333 -5.57600429635798 2.46105850397208e-08 1.86179075825488e-06
"CGI_10005830" 87.2999071253549 -1.71200893978667 0.550955088933118 -3.10734753916484 0.00188774328876546 0.0167287403810633
"CGI_10005832" 61.4306135330784 1.98079972047276 0.544161022962219 3.64009849454117 0.000272533770671774 0.00391155979471677
"CGI_10005847" 140.647814981556 1.41858225689199 0.46764952451588 3.03343034158013 0.00241790525385984 0.0198102381719671
"CGI_10005854" 194.752843272132 -1.73862974932648 0.372620384153991 -4.66595447609211 3.07187712390864e-06 0.000108297089440166
"CGI_10005864" 746.312621487155 -1.02286452940838 0.360655300536746 -2.83612781480296 0.00456641671215501 0.0314283024358932
"CGI_10005879" 1939.99154157889 1.1081165784592 0.406512070797225 2.72591309843774 0.00641238786982879 0.0405232558874387
"CGI_10005889" 28.2962334895833 -1.46697145532829 0.474296738495521 -3.09294021287507 0.00198184057618031 0.0172742666832115
"CGI_10005903" 79.8213212775612 1.4694693783535 0.424230490660938 3.4638466840611 0.000532509919826821 0.00652378549553021
"CGI_10005904" 541.110626280495 -1.32659470279354 0.327703991460607 -4.04814935845239 5.16242008212565e-05 0.00106510112512583
"CGI_10005910" 279.31541271566 1.67220671456468 0.544466423938191 3.07127609902812 0.00213145955728156 0.0181513976182007
"CGI_10005912" 44.6779629573031 -1.48040845543248 0.485859126233825 -3.04699114516585 0.00231144518818936 0.0191961321873722
"CGI_10005937" 334.946176274253 1.48049147796685 0.343883333633466 4.3052143944401 1.66824092207573e-05 0.000439184747239546
"CGI_10005940" 431.492824778362 -1.03993837263901 0.338664165073991 -3.07070685323854 0.0021355270499044 0.0181670466460056
"CGI_10005973" 106.100253617132 -0.960184912661553 0.352318313233067 -2.72533353106277 0.00642365601158522 0.0405510122106578
"CGI_10005984" 42.0912209407149 -1.5818993518086 0.437106871106914 -3.61902192889957 0.000295718581576871 0.00413323061363331
"CGI_10006005" 56.1188971654151 1.81990546209985 0.504648114885906 3.60628606035972 0.000310610716806391 0.00430163857691597
"CGI_10006008" 34.9594886370177 1.86223623734633 0.532610924330819 3.49642891701119 0.000471530103652811 0.00594108297149233
"CGI_10006021" 63.2318241326511 1.18901631421446 0.451445057872396 2.63380071058513 0.00844350307059241 0.0489464373402541
"CGI_10006030" 450.779444300709 -0.986081857644051 0.299729816354876 -3.28990245160176 0.00100222120887813 0.0104965104059284
"CGI_10006031" 734.369600373948 -1.7709763561656 0.406458117221459 -4.35709432566377 1.31800477270144e-05 0.000360930537755165
"CGI_10006035" 111.462762203474 -1.19296377304427 0.379021342841224 -3.14748442423205 0.00164681879525238 0.0151774832723869
"CGI_10006037" 356.138940217022 1.08242042804471 0.351576387840228 3.07876315213925 0.00207861862599595 0.0178352550914851
"CGI_10006042" 250.428250496626 -1.44474275820487 0.334134522760688 -4.32383564041246 1.53339555137893e-05 0.000410624330838286
"CGI_10006075" 4853.87400314149 1.85690154341191 0.548698381477911 3.38419358630214 0.000713876507441512 0.00817222059842881
"CGI_10006103" 332.708285198441 -1.03101726675364 0.377380602063922 -2.73203567198456 0.0062944325483574 0.0399726188695267
"CGI_10006121" 106.368136016287 -2.3618311674624 0.477769547631596 -4.94345271516466 7.67509721895734e-07 3.47503903010946e-05
"CGI_10006129" 352.356733281494 1.7583223075385 0.338253584564521 5.19823702623056 2.01187489332827e-07 1.12344183626037e-05
"CGI_10006130" 340.819939535104 1.33837442867371 0.38383693439474 3.48683075740001 0.000488780563440136 0.00611177679739608
"CGI_10006132" 18.8215050021441 3.2708264327193 0.623745377021471 5.24384877742623 1.57261107164559e-07 9.09309764866156e-06
"CGI_10006133" 26.1925541015728 -2.66949440017228 0.755268674705953 -3.53449638462974 0.000408553024609765 0.00532497395176948
"CGI_10006138" 123.714046486947 1.95394810644544 0.386175023984426 5.05974748518237 4.19812066616497e-07 2.10555466339479e-05
"CGI_10006153" 566.68798936164 2.08372125182011 0.558812164717236 3.72884017812048 0.000192363100902616 0.00302123223182343
"CGI_10006164" 107.817968040391 -1.0752007214537 0.381198867296792 -2.82057690537831 0.00479373814930327 0.032512181486272
"CGI_10006168" 385.652228709549 1.58360425727075 0.408284372036005 3.8786795815224 0.000105024981302603 0.0018676136733889
"CGI_10006185" 74.8044471706068 1.24552104100364 0.406150001243179 3.06665280608455 0.00216470132762665 0.0183142205519056
"CGI_10006186" 66.9910538561731 1.42433551284076 0.490164191471515 2.9058334689133 0.00366276329199132 0.026761018241205
"CGI_10006213" 397.908178311561 1.50732339734978 0.308684563657626 4.88305401309802 1.04455243078658e-06 4.43104998443018e-05
"CGI_10006214" 136.017578086392 1.20709819488714 0.412133648028239 2.92889988638935 0.00340163964612703 0.0253219226794105
"CGI_10006216" 215.062221381228 1.37521758102925 0.396513361217012 3.46827551235177 0.000523809961688033 0.00643469090752416
"CGI_10006224" 306.574659889108 1.44459107891782 0.515384881220144 2.80293646856275 0.0050639643655364 0.0339016729427282
"CGI_10006230" 379.946016352911 -1.10462290642456 0.356890228966563 -3.09513350820273 0.00196724324485258 0.0171800232580777
"CGI_10006232" 60.355069953542 1.56349839757518 0.574024876866275 2.72374675834722 0.00645459778975374 0.0406626223007526
"CGI_10006236" 2141.1500342926 -2.08125570051181 0.523769283240338 -3.97361160172655 7.07909655710664e-05 0.00137463184054362
"CGI_10006241" 116.21190087172 2.16120454476512 0.36770738967693 5.87751186252735 4.16478879242805e-09 4.06537125351202e-07
"CGI_10006242" 94.652452893068 1.85007489860528 0.423465849677197 4.36888806975952 1.24880747789949e-05 0.000346157993415927
"CGI_10006248" 523.643177621369 1.04370885017179 0.395464393568452 2.63919803437658 0.00831024203000907 0.0484212947037371
"CGI_10006254" 26.8884658833589 2.16485376382621 0.617200063707224 3.50753976080782 0.000452270761311771 0.00575029967953538
"CGI_10006257" 685.056027627974 1.51010822627484 0.370182554680977 4.07936086446928 4.51596887424993e-05 0.000959451133529294
"CGI_10006263" 578.643911551416 1.7524786214018 0.412067853013942 4.25288847111911 2.11030692693401e-05 0.00053067496627997
"CGI_10006274" 160.615423255567 1.50217869843499 0.413559251621785 3.63231796301049 0.000280886716486778 0.00399669218223663
"CGI_10006275" 149.286986061156 1.27815510991877 0.435173470406489 2.93711633828428 0.00331279800329284 0.0248541985734648
"CGI_10006276" 121.917678012657 1.25994671428229 0.360533821996309 3.49466995164518 0.000474648310863384 0.0059666998339471
"CGI_10006277" 146.885729276167 1.61460395337839 0.379302124495546 4.25677540173479 2.0739651747971e-05 0.000523712263054467
"CGI_10006284" 166.804869531176 -1.16118224918887 0.357306473563242 -3.24982147009253 0.00115477478652523 0.0116220016763592
"CGI_10006329" 67.559414786007 1.41275016113569 0.423046829405942 3.3394651914057 0.000839398698364916 0.00921967499547091
"CGI_10006345" 280.448788381614 -1.16112484986064 0.40478475715147 -2.86849944160853 0.00412423926542744 0.0290569220423363
"CGI_10006353" 1163.4287520217 -0.974240252057154 0.352354105277246 -2.76494650542125 0.00569321314085998 0.0371783222573779
"CGI_10006354" 75.593157851887 -1.2535943529782 0.403540382564309 -3.10649047069887 0.00189322410406005 0.0167593256135125
"CGI_10006360" 535.375487670912 -0.936359140070014 0.314967317440163 -2.97287714700082 0.00295022510476527 0.0226391745571083
"CGI_10006368" 316.240609987206 -3.21747227164142 0.585817704800249 -5.49227557528073 3.9678760534838e-08 2.7391923052111e-06
"CGI_10006371" 86.7448391914907 2.7498297416839 0.737934237307287 3.72638861657646 0.000194242849032383 0.00304290970312124
"CGI_10006381" 302.319730244978 1.42429131372902 0.360716300615449 3.94850831886143 7.86396837403022e-05 0.00149819737459489
"CGI_10006400" 38.7038044241871 -1.64000209549008 0.570888488170852 -2.87271880493633 0.00406956160773114 0.0287721808995197
"CGI_10006408" 476.600978422659 -1.22329989601684 0.279180208846941 -4.38175722079035 1.17725950040152e-05 0.000329342426645453
"CGI_10006409" 112.330023848425 1.45730936694493 0.373394364093578 3.90286921036578 9.5059075266485e-05 0.00172199801231222
"CGI_10006411" 126.730305907008 1.35315162610874 0.33233295648606 4.07167450503965 4.6676374312741e-05 0.000985414246537355
"CGI_10006412" 522.62842370039 2.92745985173337 0.521368745920474 5.61495078989622 1.96618193523662e-08 1.55886459459197e-06
"CGI_10006426" 406.513094871494 -1.23544244436106 0.381609169420992 -3.23745481859247 0.00120601034771031 0.0120111485864116
"CGI_10006469" 36.065878555856 -1.3890253054585 0.437802967338568 -3.172717887004 0.00151019192172619 0.0142436594965511
"CGI_10006481" 177.462352376387 -1.58304058861507 0.450048382847953 -3.51748978320381 0.000435649120901247 0.00558196572976926
"CGI_10006485" 152.483192323999 -1.80640534566784 0.445839133777321 -4.05169759407005 5.08473582849167e-05 0.00105386374089149
"CGI_10006502" 85.2473706799785 -1.73318417376598 0.475008404185962 -3.64874422955988 0.00026352530483438 0.00380936738421417
"CGI_10006521" 1142.09905081768 0.786259676917541 0.298360784862435 2.63526480961652 0.00840716655835278 0.0488137243471228
"CGI_10006540" 1713.13084958458 1.28242226328072 0.302021035977487 4.24613556843873 2.17489067234894e-05 0.000543090918508582
"CGI_10006541" 157.286993654268 2.35550769389967 0.376607652623513 6.25454017593854 3.98688822484067e-10 5.13375479505016e-08
"CGI_10006550" 37.405508627357 -1.42169394238049 0.440867364276069 -3.22476567235817 0.00126075816765097 0.0124075248724244
"CGI_10006556" 484.216460461482 1.31541727924052 0.40914938730551 3.21500488587632 0.00130442302010153 0.0126647616860767
"CGI_10006565" 113.655130497948 -3.16882930899631 0.566182959951633 -5.5968291756202 2.18307616302755e-08 1.68663535386929e-06
"CGI_10006579" 4911.21322829843 2.43431765121035 0.312212837490998 7.79698128614119 6.34056389831545e-15 2.21383227188106e-12
"CGI_10006587" 69.6746494154531 2.04791550848524 0.458898604055062 4.46267539362469 8.09426254362728e-06 0.000242389411150907
"CGI_10006606" 116.723304039886 1.05458971237472 0.355828507360232 2.96375835707588 0.00303906829972539 0.0232423437446564
"CGI_10006610" 3736.29864692258 -1.5649696245421 0.349262795957819 -4.48077963829593 7.4370867507985e-06 0.000226177130732827
"CGI_10006616" 428.174194989187 0.88979522719914 0.319559437823873 2.78444358664054 0.00536196475631896 0.0354006662239007
"CGI_10006619" 150.914851576482 -1.59345442189123 0.594194973917218 -2.6817029625586 0.00732484663442684 0.0444485011679992
"CGI_10006642" 56.3918709683045 1.6694216556856 0.476539729937314 3.50321610310478 0.000459676366934985 0.00581594712060738
"CGI_10006648" 29.7506347424205 1.82347945657155 0.608192191446881 2.99819610020562 0.00271582861801012 0.0214957382758183
"CGI_10006667" 1276.27939042198 1.7627455465799 0.409532185899385 4.30429062054959 1.67521639212314e-05 0.000439526427968031
"CGI_10006680" 144.423889840933 1.35282089602222 0.465070407642147 2.90885180779587 0.00362758768749933 0.0265788870275375
"CGI_10006683" 117.779440164866 -1.58357700440624 0.513747397322768 -3.08240394532128 0.00205335987473859 0.0177076040600729
"CGI_10006715" 404.08926475467 -1.26510199291717 0.424225610634726 -2.98214431472991 0.00286237036222884 0.0221627017433587
"CGI_10006718" 992.639806516024 -2.61201101148766 0.3805639309122 -6.86352751619616 6.71805769860741e-12 1.2320510664234e-09
"CGI_10006759" 215.983497504496 1.03863398082079 0.391519803791651 2.65282616808192 0.00798209667736559 0.0471447453722348
"CGI_10006761" 115.73321011173 1.00726517112039 0.368650919997108 2.73230071181781 0.00628937077301105 0.0399684339358728
"CGI_10006768" 174.820029776735 1.84618395259283 0.34410332171704 5.36520235660777 8.08585158229954e-08 5.18751665470779e-06
"CGI_10006771" 83.04338723694 -1.204760374974 0.40335798553706 -2.98682663582299 0.0028188952639631 0.0219448860382659
"CGI_10006782" 816.78870330755 2.63414301200754 0.378175748856403 6.96539378839902 3.27486413971477e-12 6.68072284501814e-10
"CGI_10006784" 86.4430818128311 2.64251388665374 0.559355699609064 4.72421017342025 2.31011411004873e-06 8.68373328820803e-05
"CGI_10006785" 390.060693172124 1.00640985840568 0.301693096645268 3.33587301001131 0.00085031996017476 0.009317741986645
"CGI_10006793" 1202.06654803192 1.83895463112375 0.397713853976476 4.62381335912056 3.76748885824091e-06 0.000127855191981723
"CGI_10006794" 559.462308856432 1.63964611895643 0.292787837660142 5.60011690396676 2.14207297901143e-08 1.66916210330178e-06
"CGI_10006813" 87.5406181974808 -1.43179861148741 0.431128476845706 -3.32104856993668 0.000896799293635094 0.00966307891705565
"CGI_10006837" 172.095450293296 1.56719987199449 0.403313430975059 3.88581126149356 0.000101988723359328 0.00181718082562508
"CGI_10006848" 1523.53616930957 1.25596544128444 0.326202870169401 3.85025870750984 0.000117993124437581 0.0020480718616527
"CGI_10006858" 30.0199148956371 -1.45594614636791 0.537433136230258 -2.70907401910575 0.00674712852673457 0.0418902180850482
"CGI_10006871" 237.458609330625 1.15352400112185 0.364450895463738 3.16510129479602 0.00155028969636836 0.0145330055445823
"CGI_10006880" 35.1637789466131 1.52865183422739 0.463212922394997 3.3001061937643 0.000966482496705441 0.0102317528922356
"CGI_10006887" 59.8440908663413 -1.73843051249041 0.492277038052987 -3.53140686668244 0.000413355396659091 0.0053721407170669
"CGI_10006889" 1897.85780875329 2.22358512594351 0.55928577777639 3.97575839454392 7.01553228505013e-05 0.00136667386445676
"CGI_10006937" 315.080562124388 1.36809845560098 0.456735251467697 2.99538617000694 0.00274097584523324 0.0215713729718486
"CGI_10006952" 772.72913557165 0.848900667295911 0.321922464749144 2.63697243979978 0.00836496274845216 0.0486153212742949
"CGI_10006953" 146.188620388432 1.28165986525913 0.415244752838514 3.08651670249415 0.00202516568749855 0.0175173455084439
"CGI_10006955" 1244.81027707827 1.48496076998731 0.292482814526708 5.07708725516149 3.83264892570821e-07 1.95734106517526e-05
"CGI_10006956" 90.1694507782736 1.93063026696002 0.490994920387711 3.93207788267037 8.42147707854564e-05 0.00156981866363526
"CGI_10006958" 331.819477202612 -1.63131404873009 0.323524882196097 -5.04231401818828 4.59935700100864e-07 2.26303321708165e-05
"CGI_10006964" 1267.1691618958 1.23531439042602 0.403197096281587 3.06379783440528 0.00218546542835535 0.0184383412254739
"CGI_10006965" 346.847374020572 1.08024830970238 0.395346045692479 2.73241207664096 0.00628724500229806 0.0399684339358728
"CGI_10006969" 143.071887030474 1.34632634550686 0.39424415063134 3.41495579161 0.000637923643387318 0.00752087121385723
"CGI_10006995" 471.85296000307 1.02867511143234 0.340860585799807 3.01787638197775 0.00254552718550019 0.0205867265655887
"CGI_10007002" 4767.15136825041 2.19627156268594 0.454465568078099 4.83264677668278 1.34729710792189e-06 5.52178923057108e-05
"CGI_10007011" 938.989920513263 1.78847776650559 0.502419714799371 3.55972847765295 0.000371238428915888 0.00494875544449108
"CGI_10007013" 833.363082706279 1.14204708806375 0.357200685273325 3.19721415760967 0.00138761863149806 0.0132817017075203
"CGI_10007019" 30.0945855772228 1.59640360548099 0.519145652637595 3.0750591811185 0.00210460787872413 0.0179987096778687
"CGI_10007022" 156.955667701962 1.3896626467518 0.329431580053677 4.21836499866033 2.46080238312063e-05 0.000595711040905842
"CGI_10007023" 142.129380752628 -1.27263353686496 0.419102313641655 -3.03657005805294 0.00239286494969916 0.0196494147565527
"CGI_10007033" 409.66538425191 1.45382453074803 0.369720127795716 3.9322298718649 8.41615283193648e-05 0.00156981866363526
"CGI_10007034" 38.1957597122618 1.356464629059 0.485611019662347 2.7933151723002 0.00521708333793649 0.0346203819749908
"CGI_10007037" 91.8428416741097 -1.81301437432644 0.44223933323291 -4.09962262079387 4.13824369570693e-05 0.000894451815943511
"CGI_10007046" 30.9413099167714 -1.37722080955683 0.497920797384371 -2.76594353317136 0.00567583619375953 0.0370980024056899
"CGI_10007048" 358.025223745722 -1.0859032510663 0.375321295247078 -2.89326309169706 0.00381261791012023 0.027545519608493
"CGI_10007049" 310.165951659777 -0.861569049370972 0.321739714983825 -2.67784488282489 0.00740975250203401 0.044888710853163
"CGI_10007051" 119.74405495095 -1.08956225242104 0.334845934627542 -3.25392110145518 0.00113823887850659 0.0115066063909608
"CGI_10007055" 76.3395410807169 -1.10084838723314 0.411481871876183 -2.67532657566112 0.00746564872932467 0.0451069278967117
"CGI_10007057" 578.450732007671 1.16306099119064 0.340676983148963 3.41396997366884 0.000640236312654141 0.00754323847667007
"CGI_10007058" 154.876582421846 -0.88864744186802 0.311901731016482 -2.84912635454743 0.00438394659364012 0.0303742940822859
"CGI_10007068" 319.321262180063 1.00011495765377 0.36988460627033 2.70385666421282 0.0068539847609178 0.0423412546169526
"CGI_10007081" 322.765516336109 2.49243937150765 0.491750753425791 5.06850137827757 4.00960080142706e-07 2.0334724064444e-05
"CGI_10007103" 111.866113307738 1.32765344052854 0.383101924298632 3.46553581780921 0.000529176034712865 0.00649170276097756
"CGI_10007106" 39.1208126747188 1.91990272065637 0.487708752791613 3.93657630638566 8.26523469738185e-05 0.00155345342821599
"CGI_10007107" 424.840323941991 3.06884251504585 0.391611379708921 7.83644877053082 4.63467313179691e-15 1.6499436349197e-12
"CGI_10007111" 114.551129467818 -2.69086862877586 0.538095686781919 -5.00072514029727 5.71150887562435e-07 2.72889881962725e-05
"CGI_10007128" 1217.39357435059 2.1716910166192 0.39145463108041 5.54774639049579 2.89375204177234e-08 2.12708348463233e-06
"CGI_10007129" 434.380681014749 1.65377698246278 0.303647367410634 5.44637352388541 5.1407125971848e-08 3.48264096695848e-06
"CGI_10007131" 329.68522312583 1.50581344981754 0.406126886715667 3.70774134654072 0.000209116084572572 0.00320668212119901
"CGI_10007136" 153.504828770177 1.13841397190867 0.364936907890698 3.11948160707722 0.00181169571372787 0.0161876333750937
"CGI_10007140" 70.5632150463738 -2.03935142590067 0.382324624204261 -5.33408338567051 9.60283901886981e-08 5.94824131586992e-06
"CGI_10007141" 307.729961490594 -1.73283281740256 0.412812957631761 -4.19762215639627 2.69732169742966e-05 0.000646929626664899
"CGI_10007150" 35.1425871932849 -1.56930938239857 0.55081614817943 -2.84906204653855 0.00438483282604491 0.0303742940822859
"CGI_10007156" 222.656575612225 1.10038707920391 0.314789369357746 3.49562973314184 0.000472944481101565 0.00595477115040223
"CGI_10007165" 294.920822555567 1.25670239589963 0.420201909771902 2.99071081466955 0.00278328936722462 0.0217535091482265
"CGI_10007186" 1359.36307423951 -1.29492285994243 0.446285497711903 -2.9015571121658 0.00371313087825908 0.0270454629819452
"CGI_10007195" 42.2970110571827 -1.32384811164963 0.4537784151709 -2.91738890037563 0.00352975369738253 0.0259879189495852
"CGI_10007212" 1750.32765939297 -1.13522269835489 0.374069278514847 -3.03479265354808 0.00240701104333172 0.0197477146419931
"CGI_10007217" 196.193142879311 1.7611878554166 0.502240907922143 3.50665950868665 0.000453769379470367 0.00576128451305174
"CGI_10007218" 291.184243375578 2.48151727869489 0.44938689076448 5.52200638179148 3.3515031342516e-08 2.36770003523237e-06
"CGI_10007223" 158.390141167673 1.17044468882158 0.441233826912442 2.65266309478544 0.00798595364537736 0.0471521867920232
"CGI_10007227" 75.3237493489191 -0.986098071208697 0.366550792118609 -2.69020853974751 0.00714073807174633 0.0436082207973853
"CGI_10007242" 61.7662365011826 2.11955488181646 0.771418512745327 2.74760696923565 0.00600319229936168 0.0386503402082308
"CGI_10007244" 119.946398167205 0.963501412224342 0.354005252692368 2.72171501664589 0.00649441211159015 0.0408567381490058
"CGI_10007254" 61.6276071679552 -1.54453287354266 0.434020685933741 -3.55866188778489 0.000372749012151361 0.00495797147591217
"CGI_10007265" 992.315632517472 1.02391005080262 0.343398064190072 2.98170012465732 0.0028665262713759 0.0221627017433587
"CGI_10007269" 82.7913499683596 1.47023572255016 0.436919445151894 3.36500409598167 0.0007654252275846 0.00861032244859108
"CGI_10007272" 40.5726267735228 1.6971047032066 0.551639383308332 3.07647487572152 0.00209463954418825 0.0179388092284348
"CGI_10007276" 441.803468712263 1.9941153239494 0.34676256516202 5.75066493413925 8.88931346401327e-09 7.87289635378659e-07
"CGI_10007294" 149.454745616895 -1.8743390258775 0.366799906847813 -5.10997683174214 3.22198320574721e-07 1.67616983047411e-05
"CGI_10007296" 22.2569227887974 -1.49125770367424 0.547449008754462 -2.72401206290811 0.00644941508228644 0.0406581875812474
"CGI_10007304" 592.28540298564 1.86146242552298 0.416616131349727 4.46805172783955 7.8935220655699e-06 0.00023806442960546
"CGI_10007336" 42.2790683110997 -2.57190447596132 0.670303945824081 -3.83692277508435 0.00012458562794838 0.00213192899248897
"CGI_10007343" 357.056810229345 -1.0681443411874 0.371606848985512 -2.87439358048281 0.00404804163792207 0.0286535064242157
"CGI_10007346" 35.2840067251192 1.94043279216852 0.500418995502693 3.8776161768585 0.000105484959958573 0.00187212603422077
"CGI_10007347" 2198.17519989488 1.30054167876217 0.276427679632949 4.70481711704512 2.54093624497961e-06 9.24513796870738e-05
"CGI_10007352" 116.407112177361 -1.41458394697122 0.506552646138303 -2.79257044209577 0.00522910807624484 0.0346874995368291
"CGI_10007354" 745.864840761207 0.975621910362692 0.362059098511262 2.69464823387761 0.0070462976447002 0.0431565540279103
"CGI_10007361" 223.019580817362 1.26921138055006 0.464756936993198 2.73091433290136 0.00631588867011941 0.0400784086998662
"CGI_10007369" 1880.09272771476 -2.37015908890734 0.425529553537855 -5.56990476737004 2.548786092798e-08 1.89005737722046e-06
"CGI_10007380" 57.6029384713414 1.35910219246309 0.420820467659491 3.22964850075405 0.00123942495514858 0.012249863628567
"CGI_10007406" 163.105627819279 1.13158083322178 0.350448887157007 3.22894685841821 0.00124246980280796 0.0122732762458005
"CGI_10007411" 571.769143902521 2.01533246671939 0.566675297654341 3.55641489061112 0.000375950198319282 0.00498593995667268
"CGI_10007415" 334.663350938321 -1.72467595607277 0.49477908590485 -3.48574950963962 0.000490760313748936 0.00612387921403827
"CGI_10007416" 777.950478149643 -2.08310768678575 0.550939575205687 -3.78100935299129 0.00015619380533951 0.00256174772334611
"CGI_10007422" 62.7105316456803 1.36609537354873 0.435413155864996 3.13746921779345 0.00170413167149763 0.0155166572857126
"CGI_10007437" 133.886399938067 1.92809869064552 0.432686396977586 4.45611117916748 8.34597608888415e-06 0.00024719337988545
"CGI_10007439" 253.581305403825 -0.868565440584868 0.316577102754758 -2.74361421918034 0.00607669041235698 0.0389990778108
"CGI_10007495" 45.4006961090741 1.22513753217327 0.465905869800386 2.62958166356258 0.00854899963081187 0.0494415976280685
"CGI_10007529" 911.397154320402 1.13519900443804 0.389766305605878 2.91251190292967 0.00358534535722186 0.0263262567822732
"CGI_10007533" 143.753476710157 -2.05742719131936 0.579640567166493 -3.54948792037945 0.000385981173679311 0.00510034511595456
"CGI_10007552" 187.898896337174 1.44610443988202 0.365041704314966 3.96147734022821 7.44874520873767e-05 0.00143718828915878
"CGI_10007555" 450.337099580702 3.05642967185297 0.548613690865582 5.57118738147174 2.53009027356441e-08 1.89005737722046e-06
"CGI_10007556" 12997.0582888071 1.25464929905583 0.462782042707504 2.71110195139705 0.00670600035757101 0.0417582282635543
"CGI_10007559" 946.395389508952 -1.44813064891313 0.424556136949293 -3.41092855074213 0.000647420543899865 0.0076081342362757
"CGI_10007561" 340.044343327781 1.4426544398809 0.37821268279631 3.81439995405403 0.000136514226286151 0.00229495582634385
"CGI_10007576" 433.291137841235 1.58142974566765 0.392473717080534 4.02939019058734 5.59217304961978e-05 0.00113443009931728
"CGI_10007579" 719.091205749392 1.67859829050918 0.376344639220113 4.46026890136574 8.18568828733467e-06 0.00024362954910125
"CGI_10007581" 42.2321241297818 -2.31588351771365 0.559253951450582 -4.14102307494968 3.45760171406482e-05 0.000775973012615091
"CGI_10007635" 112.474867529899 -1.53502128595812 0.430795096472447 -3.56322831556718 0.000366321803707002 0.00490120756676811
"CGI_10007641" 181.981113565301 -1.77292933389192 0.42048703155007 -4.21637101947296 2.48265176572637e-05 0.000600200072683461
"CGI_10007651" 873.317846124107 2.2264204164318 0.40509667851824 5.49602239291515 3.88453204003704e-08 2.69189174499666e-06
"CGI_10007654" 123.083332311745 -1.03886550123491 0.33494252156651 -3.10162321695135 0.00192462755756106 0.0169628824927566
"CGI_10007656" 276.378918978633 -1.62411024952956 0.37721796426436 -4.30549550495786 1.66612373964362e-05 0.000439184747239546
"CGI_10007658" 144.998268216052 -1.66619349274195 0.633197061213744 -2.63139801935926 0.00850343833767605 0.0492467070044167
"CGI_10007661" 127.615244027157 1.59494328974332 0.53583704895383 2.97654537486218 0.00291515940430497 0.0224459856423075
"CGI_10007664" 195.984108180369 1.99644271790474 0.505169920559388 3.95202215463269 7.74935641440331e-05 0.00148571610411728
"CGI_10007666" 294.336219071827 2.00237421044127 0.589720995792547 3.39546026803778 0.000685133170954679 0.0079286273093575
