baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Column7
CGI_10005213,18.9329635341538,-1.63061879604808,0.451943828804027,-3.60801208496012,0.000308552121116189,0.00393732132290477
CGI_10005227,193.747824379674,1.90470131090078,0.44139381722919,4.31519707923724,1.5946057772072E-05,0.000377586898849803
CGI_10005237,668.157010924772,1.15168789541759,0.284613129097928,4.04650305159087,5.19884472901559E-05,0.000966219398280223
CGI_10005238,2190.19649188077,1.45719327959279,0.366809697457872,3.97261383679789,7.10882442185035E-05,0.00123727089302259
CGI_10005243,115.681626209846,-0.958001797585497,0.309195629230336,-3.09836785199778,0.00194589730939123,0.0155769242045592
CGI_10005248,1897.19379240886,1.75747954799958,0.400351270303645,4.38984381557381,1.13432101881823E-05,0.000284395779620047
CGI_10005252,935.470137615404,0.780402461979201,0.266757420416654,2.92551360243428,0.00343888141765822,0.02379428051612
CGI_10005256,772.140941415073,-1.38977211523866,0.305373557983707,-4.55105584260447,5.33773776661193E-06,0.000150114091442253
CGI_10005272,441.718146337037,-2.14676339998011,0.430000638759979,-4.99246560696021,5.96133316933923E-07,2.49103203023805E-05
CGI_10005289,58.915415113629,1.38095911232038,0.336376974022666,4.10539132868034,4.03631001194402E-05,0.000790497555363815
CGI_10005311,1305.87795027371,1.48346660611553,0.378382944361123,3.92054300602866,8.83496668365431E-05,0.00147096059889314
CGI_10005319,29.9241349875094,-2.552808561347,0.559117046524509,-4.56578560288108,4.97627168196695E-06,0.000141399838311298
CGI_10005320,37.2185230599429,-1.51517627440799,0.508670013438662,-2.97870177989311,0.00289472363293523,0.0208803306805934
CGI_10005321,21.1587856981333,-1.91155343669831,0.547519911583253,-3.4912948301199,0.000480685494286045,0.00545489921450145
CGI_10005323,574.852741515039,-1.14321957224849,0.393525712514726,-2.90506956951563,0.00367171478795498,0.0249198477115982
CGI_10005325,777.870286550724,1.21613248614941,0.346675433379615,3.50798576724565,0.000451513205205597,0.00523580609180372
CGI_10005358,198.619785898785,-0.822260996945336,0.316151390111723,-2.60084574246143,0.00929942590463953,0.0495728151336815
CGI_10005375,447.942593371687,0.87036533327334,0.281402055087581,3.0929601171621,0.0019817076586714,0.0157714327358163
CGI_10005383,42.6127192092753,1.53258264361464,0.464686820696567,3.29809793468489,0.00097342176675875,0.00928357874810422
CGI_10005384,22.2346005684371,1.56451455621512,0.451449883158869,3.46553319555198,0.000529181195219217,0.00586687591000264
CGI_10005389,26.3146670666988,-1.44279620164096,0.507413385750551,-2.84343346501752,0.00446303266723668,0.0289671545032845
CGI_10005410,130.53553891826,-1.29255772535488,0.377575346206367,-3.42331070696661,0.000618633216387667,0.00661761577820159
CGI_10005424,1878.2111093926,1.94874854953624,0.421673124671622,4.62146728239753,3.81035432634638E-06,0.000114549523478564
CGI_10005425,7535.53872205966,1.87228240673504,0.403830064064654,4.63631258131214,3.54679486317695E-06,0.000109369012018865
CGI_10005434,341.197154333459,1.65406098933054,0.53872926292852,3.07030099003553,0.00213843145244497,0.0167272085064823
CGI_10005450,729.047757760807,1.69561377531452,0.58435217192612,2.90169842224681,0.00371145649744166,0.0251539701840745
CGI_10005451,127.939196565526,1.32220380960423,0.38273285491083,3.4546389018844,0.000551030292114068,0.00603215633953207
